item_id,item_type,group_id,status,note,context
tab:datasets.c003,table-cell,tab:datasets,located,,IMS
tab:datasets.c004,table-cell,tab:datasets,located,,ONGC
tab:datasets.c005,table-cell,tab:datasets,located,,ONGC
tab:datasets.c006,table-cell,tab:datasets,located,,ONGC
tab:datasets.c007,table-cell,tab:datasets,located,,XJTU-SY
tab:datasets.c008,table-cell,tab:datasets,located,,XJTU-SY
tab:datasets.c009,table-cell,tab:datasets,located,,XJTU-SY
tab:datasets.c010,table-cell,tab:datasets,located,,FEMTO
tab:datasets.c011,table-cell,tab:datasets,located,,FEMTO
tab:datasets.c012,table-cell,tab:datasets,located,,FEMTO
tab:datasets.c013,table-cell,tab:datasets,located,,Ferrara
tab:datasets.c014,table-cell,tab:datasets,located,,Ferrara
tab:datasets.c015,table-cell,tab:datasets,located,,Ferrara
tab:datasets.c016,table-cell,tab:datasets,located,,Paderborn
tab:datasets.c017,table-cell,tab:datasets,located,,Paderborn
tab:datasets.c018,table-cell,tab:datasets,located,,Paderborn
tab:imslead.c019,table-cell,tab:imslead,located,,No valid operating point at =10% (raw lead only)
tab:imslead.c020,table-cell,tab:imslead,located,,No valid operating point at =10% (raw lead only) / LSTM-AE†
tab:imslead.c021,table-cell,tab:imslead,located,,No valid operating point at =10% (raw lead only) / LSTM-AE†
tab:imslead.c022,table-cell,tab:imslead,located,,No valid operating point at =10% (raw lead only) / TCN-AE†
tab:imslead.c023,table-cell,tab:imslead,located,,No valid operating point at =10% (raw lead only) / TCN-AE†
tab:imslead.c024,table-cell,tab:imslead,located,,No valid operating point at =10% (raw lead only) / Transformer-AD†
tab:imslead.c025,table-cell,tab:imslead,located,,No valid operating point at =10% (raw lead only) / Transformer-AD†
tab:imslead.c026,table-cell,tab:imslead,documented,N-29 double rounding corrected to 180.2 (source 180.2496 h),No valid operating point at =10% (raw lead only) / One-class SVM†
tab:imslead.c027,table-cell,tab:imslead,located,,No valid operating point at =10% (raw lead only) / One-class SVM†
tab:imslead.c028,table-cell,tab:imslead,located,,No valid operating point at =10% (raw lead only) / Hotelling T2†
tab:imslead.c029,table-cell,tab:imslead,located,,No valid operating point at =10% (raw lead only) / Hotelling T2†
tab:imslead.c030,table-cell,tab:imslead,located,,No valid operating point at =10% (raw lead only) / Isolation Forest†
tab:imslead.c031,table-cell,tab:imslead,located,,No valid operating point at =10% (raw lead only) / Isolation Forest†
tab:imslead.c032,table-cell,tab:imslead,located,,No valid operating point at =10% (raw lead only) / EWMA†
tab:imslead.c033,table-cell,tab:imslead,located,,No valid operating point at =10% (raw lead only) / EWMA†
tab:imslead.c034,table-cell,tab:imslead,located,,No valid operating point at =10% (raw lead only) / CUSUM†
tab:imslead.c035,table-cell,tab:imslead,located,,No valid operating point at =10% (raw lead only) / CUSUM†
tab:imslead.c036,table-cell,tab:imslead,located,,Valid operating point exists--deployable under =10%
tab:imslead.c037,table-cell,tab:imslead,located,,Valid operating point exists--deployable under =10% / 3σ
tab:imslead.c038,table-cell,tab:imslead,located,,Valid operating point exists--deployable under =10% / 3σ
tab:imslead.c039,table-cell,tab:imslead,located,,Valid operating point exists--deployable under =10% / Deep SVDD
tab:imslead.c040,table-cell,tab:imslead,located,,Valid operating point exists--deployable under =10% / Deep SVDD
tab:imslead.c041,table-cell,tab:imslead,located,,Valid operating point exists--deployable under =10% / RMS-trend
tab:imslead.c042,table-cell,tab:imslead,located,,Valid operating point exists--deployable under =10% / RMS-trend
tab:onset.c043,table-cell,tab:onset,located,,Test 1
tab:onset.c044,table-cell,tab:onset,located,,Test 1
tab:onset.c045,table-cell,tab:onset,located,,Test 1
tab:onset.c046,table-cell,tab:onset,located,,Test 1
tab:onset.c047,table-cell,tab:onset,located,,Test 1
tab:onset.c048,table-cell,tab:onset,located,,Test 2
tab:onset.c049,table-cell,tab:onset,located,,Test 2
tab:onset.c050,table-cell,tab:onset,located,,Test 2
tab:onset.c051,table-cell,tab:onset,located,,Test 2
tab:onset.c052,table-cell,tab:onset,located,,Test 2
tab:onset.c053,table-cell,tab:onset,located,,Test 3
tab:onset.c054,table-cell,tab:onset,located,,Test 3
tab:onset.c055,table-cell,tab:onset,located,,Test 3
tab:onset.c056,table-cell,tab:onset,located,,Test 3
tab:onset.c057,table-cell,tab:onset,located,,Test 3
tab:robust.c058,table-cell,tab:robust,located,,3σ median Δ (h)
tab:robust.c059,table-cell,tab:robust,located,,3σ median Δ (h)
tab:robust.c060,table-cell,tab:robust,located,,3σ median Δ (h)
tab:robust.c061,table-cell,tab:robust,located,,3σ median Δ (h)
tab:robust.c062,table-cell,tab:robust,located,,EWMA median Δ (h)
tab:robust.c063,table-cell,tab:robust,located,,EWMA median Δ (h)
tab:robust.c064,table-cell,tab:robust,located,,EWMA median Δ (h)
tab:robust.c065,table-cell,tab:robust,located,,EWMA median Δ (h)
tab:robust.c066,table-cell,tab:robust,located,,Iso. Forest median Δ (h)
tab:robust.c067,table-cell,tab:robust,located,,Iso. Forest median Δ (h)
tab:robust.c068,table-cell,tab:robust,located,,Iso. Forest median Δ (h)
tab:robust.c069,table-cell,tab:robust,located,,Iso. Forest median Δ (h)
tab:robust.c070,table-cell,tab:robust,located,,"3σ valid-alarm frac., full res."
tab:robust.c071,table-cell,tab:robust,located,,"3σ valid-alarm frac., full res."
tab:robust.c072,table-cell,tab:robust,located,,"3σ valid-alarm frac., full res."
tab:robust.c073,table-cell,tab:robust,located,,"3σ valid-alarm frac., full res."
tab:robust.c074,table-cell,tab:robust,located,,"3σ valid-alarm frac., all factors"
tab:robust.c075,table-cell,tab:robust,located,,"3σ valid-alarm frac., all factors"
tab:robust.c076,table-cell,tab:robust,located,,"3σ valid-alarm frac., all factors"
tab:robust.c077,table-cell,tab:robust,located,,"3σ valid-alarm frac., all factors"
tab:robust.c078,table-cell,tab:robust,located,,3σ
tab:robust.c079,table-cell,tab:robust,located,,3σ
tab:robust.c080,table-cell,tab:robust,located,,3σ
tab:robust.c081,table-cell,tab:robust,located,,3σ
tab:robust.c082,table-cell,tab:robust,located,,3σ
tab:robust.c083,table-cell,tab:robust,located,,3σ
tab:robust.c084,table-cell,tab:robust,located,,EWMA
tab:robust.c085,table-cell,tab:robust,located,,EWMA
tab:robust.c086,table-cell,tab:robust,located,,EWMA
tab:robust.c087,table-cell,tab:robust,located,,EWMA
tab:robust.c088,table-cell,tab:robust,located,,EWMA
tab:robust.c089,table-cell,tab:robust,located,,EWMA
tab:robust.c090,table-cell,tab:robust,located,,CUSUM
tab:robust.c091,table-cell,tab:robust,located,,CUSUM
tab:robust.c092,table-cell,tab:robust,located,,CUSUM
tab:robust.c093,table-cell,tab:robust,located,,CUSUM
tab:robust.c094,table-cell,tab:robust,located,,CUSUM
tab:robust.c095,table-cell,tab:robust,located,,CUSUM
tab:robust.c096,table-cell,tab:robust,located,,Hot. T2
tab:robust.c097,table-cell,tab:robust,located,,Hot. T2
tab:robust.c098,table-cell,tab:robust,located,,Hot. T2
tab:robust.c099,table-cell,tab:robust,located,,Hot. T2
tab:robust.c100,table-cell,tab:robust,located,,Hot. T2
tab:robust.c101,table-cell,tab:robust,located,,Hot. T2
tab:robust.c102,table-cell,tab:robust,located,,Iso. Forest
tab:robust.c103,table-cell,tab:robust,located,,Iso. Forest
tab:robust.c104,table-cell,tab:robust,located,,Iso. Forest
tab:robust.c105,table-cell,tab:robust,located,,Iso. Forest
tab:robust.c106,table-cell,tab:robust,located,,Iso. Forest
tab:robust.c107,table-cell,tab:robust,located,,Iso. Forest
tab:crossds.c108,table-cell,tab:crossds,located,,XJTU-SY (n=10) / 3σ
tab:crossds.c109,table-cell,tab:crossds,located,,XJTU-SY (n=10) / 3σ
tab:crossds.c110,table-cell,tab:crossds,documented,sign-consistency verdict now encoded as the s-superscript on n+/n- (verify_tables checks it),XJTU-SY (n=10) / 3σ
tab:crossds.c111,table-cell,tab:crossds,located,,XJTU-SY (n=10) / 3σ
tab:crossds.c112,table-cell,tab:crossds,located,,XJTU-SY (n=10) / EWMA
tab:crossds.c113,table-cell,tab:crossds,located,,XJTU-SY (n=10) / EWMA
tab:crossds.c114,table-cell,tab:crossds,documented,sign-consistency verdict now encoded as the s-superscript on n+/n- (verify_tables checks it),XJTU-SY (n=10) / EWMA
tab:crossds.c115,table-cell,tab:crossds,located,,XJTU-SY (n=10) / EWMA
tab:crossds.c116,table-cell,tab:crossds,located,,XJTU-SY (n=10) / CUSUM
tab:crossds.c117,table-cell,tab:crossds,located,,XJTU-SY (n=10) / CUSUM
tab:crossds.c118,table-cell,tab:crossds,documented,sign-consistency verdict now encoded as the s-superscript on n+/n- (verify_tables checks it),XJTU-SY (n=10) / CUSUM
tab:crossds.c119,table-cell,tab:crossds,located,,XJTU-SY (n=10) / CUSUM
tab:crossds.c120,table-cell,tab:crossds,located,,XJTU-SY (n=10) / Hotelling T2
tab:crossds.c121,table-cell,tab:crossds,located,,XJTU-SY (n=10) / Hotelling T2
tab:crossds.c122,table-cell,tab:crossds,documented,sign-consistency verdict now encoded as the s-superscript on n+/n- (verify_tables checks it),XJTU-SY (n=10) / Hotelling T2
tab:crossds.c123,table-cell,tab:crossds,located,,XJTU-SY (n=10) / Hotelling T2
tab:crossds.c124,table-cell,tab:crossds,located,,XJTU-SY (n=10) / Iso. Forest
tab:crossds.c125,table-cell,tab:crossds,located,,XJTU-SY (n=10) / Iso. Forest
tab:crossds.c126,table-cell,tab:crossds,documented,sign-consistency verdict now encoded as the s-superscript on n+/n- (verify_tables checks it),XJTU-SY (n=10) / Iso. Forest
